SKU,Inventory Quantity (Northwood),Inventory Quantity (Eastgate Mall),Inventory Quantity (Manukau),Inventory Quantity (Porirua),Inventory Quantity (Manners Street),Inventory Quantity (George Street),Inventory Quantity (Papanui),Inventory Quantity (Shirley),Inventory Quantity (Tower Junction),Inventory Quantity (Hornby),Inventory Quantity (Pakuranga),Inventory Quantity (New Plymouth Central),Inventory Quantity (Upper Hutt Central),Inventory Quantity (Whangaparaoa),Inventory Quantity (Westgate),Inventory Quantity (Pukekohe),Inventory Quantity (Te Awamutu),Inventory Quantity (Pine Hill),Inventory Quantity (Rolleston),Inventory Quantity (Rangiora),Inventory Quantity (Mount Roskill),Inventory Quantity (Whanganui),Inventory Quantity (Mt Wellington),Inventory Quantity (South Dunedin),Inventory Quantity (Lyall Bay),Inventory Quantity (South Island Dark Store),Inventory Quantity (Petone),Inventory Quantity (West City)
"=""2424568""",8,2,7,3,3,5,6,3,4,4,7,3,5,4,9,2,3,4,4,8,3,3,6,7,3,0,4,9
"=""2522764""",7,18,9,4,4,0,12,6,10,8,9,8,11,0,5,1,5,2,10,5,3,14,7,2,6,12,2,11
"=""2471647""",56,15,15,11,25,9,5,24,10,18,13,16,21,18,19,15,11,16,11,20,6,14,14,13,12,14,49,27
"=""2295946""",10,13,16,9,10,3,4,13,10,8,16,14,12,11,12,14,9,18,10,11,18,14,13,11,9,10,9,16
"=""2480476""",20,24,1,4,7,14,8,25,23,34,5,2,19,11,25,15,5,3,2,10,38,17,45,2,13,5,17,3
"=""2479680""",5,13,4,2,3,4,2,0,6,7,5,3,2,2,2,3,2,2,3,2,9,5,6,9,3,0,3,2
"=""2295342""",0,2,2,0,7,1,0,5,8,1,5,2,5,12,8,0,9,0,5,7,0,0,3,4,2,10,6,2
"=""2361191""",5,14,2,14,2,5,2,4,7,4,6,5,15,3,10,2,3,2,2,11,3,3,3,3,2,10,9,6
"=""2496674""",18,55,21,14,23,19,23,20,34,16,27,23,29,16,14,16,16,13,23,19,27,25,14,20,19,6,23,17
"=""2443295""",3,6,4,2,2,3,1,3,3,11,4,4,7,3,2,2,4,5,8,4,3,2,6,2,7,0,0,9
"=""2295164""",2,8,3,3,3,8,2,4,3,1,2,2,1,8,1,4,2,4,1,0,1,2,5,3,3,2,0,4
"=""2545411""",7,16,3,5,0,3,4,3,5,3,3,11,0,3,3,2,2,3,3,4,4,13,12,2,2,4,0,5
"=""2382636""",14,3,7,2,1,5,3,3,3,5,6,6,2,5,4,3,0,3,7,1,3,7,4,2,3,5,0,10
"=""2496283""",4,1,2,3,4,4,5,7,2,2,4,4,10,4,1,2,1,2,3,2,1,3,5,10,3,8,2,3
"=""2327856""",15,3,4,5,2,5,9,11,4,3,4,7,1,3,1,4,3,3,6,8,1,3,3,4,2,10,4,2
"=""2295377""",15,18,20,12,12,9,12,31,36,11,14,19,8,12,12,11,21,13,11,9,17,11,12,31,8,14,13,12
"=""2307103""",3,4,3,4,4,4,3,2,1,1,4,4,1,4,2,3,2,2,5,1,5,4,4,0,2,11,3,2
"=""2556960""",8,1,1,0,3,6,4,15,2,3,3,7,10,3,5,2,14,3,3,15,2,0,4,12,4,10,0,3
"=""2558327""",2,3,3,2,3,3,5,17,8,8,3,3,4,3,6,4,2,5,14,4,5,3,11,2,3,0,4,3
"=""2389622""",5,2,3,5,5,4,5,6,2,6,5,4,20,2,5,8,2,3,7,6,3,1,2,6,1,13,2,4
"=""2295253""",4,7,2,3,5,2,4,8,10,1,5,5,7,3,1,2,3,2,6,4,8,1,3,3,3,5,6,3
"=""2389606""",6,11,2,4,7,2,6,2,2,5,6,1,4,4,4,14,2,3,2,3,4,3,10,14,7,4,0,3
"=""2475960""",13,6,4,4,3,10,1,6,6,7,2,1,6,2,3,4,2,5,2,3,1,3,2,6,2,5,4,4
"=""2295407""",3,4,4,2,2,7,6,3,10,3,5,5,2,2,2,4,4,1,2,4,5,5,2,9,2,5,4,4
"=""2295792""",5,10,4,3,2,4,4,6,4,6,3,6,3,3,6,2,2,3,6,8,4,2,7,2,2,7,2,2
"=""2443317""",5,3,3,4,6,2,3,7,5,6,4,3,1,3,5,8,6,9,4,5,6,3,6,3,3,0,2,9
"=""2429586""",6,2,6,4,7,2,3,8,6,3,11,4,3,2,6,2,6,5,9,5,3,3,3,8,2,14,4,9
"=""2295741""",4,8,9,2,4,5,2,1,2,5,10,0,3,1,2,12,5,0,11,2,5,2,5,6,9,0,0,4
"=""2443384""",45,14,15,3,4,6,3,2,4,38,10,3,3,32,10,7,15,1,7,18,17,12,7,9,2,0,6,6
"=""2549085""",6,2,1,4,3,4,4,6,3,6,3,4,4,4,4,1,3,0,5,4,2,3,4,4,9,9,1,2
"=""2382628""",12,2,2,2,2,2,4,2,10,2,3,3,9,3,4,0,0,3,1,2,2,4,2,2,5,10,5,5
"=""2512963""",4,5,1,3,1,4,5,7,5,3,5,2,1,5,1,3,3,4,5,3,2,5,2,5,2,0,3,3
"=""2489996""",0,4,2,3,1,3,6,5,4,6,5,3,5,3,4,2,3,5,4,2,2,3,2,6,2,-1,2,4
"=""2295539""",4,16,17,9,17,4,9,8,10,5,18,9,15,5,3,8,5,3,12,11,17,22,6,5,8,14,6,4
"=""2425548""",32,26,47,28,31,34,18,16,26,21,53,28,7,17,42,13,27,46,28,8,32,42,32,13,29,13,21,31
"=""2295245""",1,7,1,3,4,4,1,9,4,3,2,9,2,3,1,3,0,1,9,1,2,3,3,7,2,0,2,3
"=""2424584""",8,4,5,6,3,3,4,4,6,2,4,3,4,2,4,3,1,4,10,5,4,3,6,2,3,0,4,2
"=""2443333""",4,10,2,4,4,2,2,4,3,2,3,4,3,3,4,5,3,7,10,3,4,3,11,4,2,0,1,10
"=""2429608""",4,4,3,1,2,2,3,1,2,5,4,2,7,2,4,4,0,3,2,2,0,0,3,2,2,2,4,5
"=""2478560""",5,4,3,5,2,8,6,2,1,7,3,2,4,4,5,1,3,8,3,5,2,5,2,2,2,0,5,3
"=""2295849""",5,58,11,3,6,2,3,10,3,2,3,6,3,1,4,5,6,1,0,4,2,1,4,1,3,16,6,4
"=""2429594""",1,11,3,2,2,7,6,6,2,7,7,9,2,9,0,7,0,3,6,2,0,0,3,4,3,0,2,1
"=""2491753""",38,3,3,20,31,3,7,26,10,15,21,21,58,10,14,22,18,8,5,7,0,23,18,4,20,25,9,4
"=""2496755""",5,2,2,2,1,2,2,4,6,2,4,3,2,3,3,3,1,3,1,2,3,4,4,3,2,5,0,3
"=""2295709""",7,6,5,1,7,6,3,7,5,4,5,3,2,2,2,4,2,2,2,3,4,3,4,1,3,3,6,6
"=""2451417""",14,59,38,45,38,11,11,14,60,33,19,44,14,16,25,8,10,2,15,16,3,58,26,10,5,29,10,2
"=""2470667""",4,5,5,4,0,2,9,4,5,2,4,3,4,3,3,4,2,4,6,6,2,3,0,4,3,0,2,3
"=""2497042""",15,20,15,8,9,10,20,14,19,11,1,11,27,18,23,12,11,12,9,13,12,11,10,21,9,16,12,9
"=""2351196""",9,2,6,2,22,3,5,10,11,4,3,5,6,8,0,3,7,2,6,9,4,3,11,6,2,2,5,2
"=""2459930""",14,23,7,7,24,12,12,7,6,8,7,5,8,9,15,7,10,5,4,8,32,3,20,4,4,-1,8,6
"=""2351137""",5,12,3,4,3,1,5,10,2,4,2,5,3,4,6,3,1,2,5,4,1,7,3,15,3,12,1,3
"=""2389614""",14,16,19,18,17,16,19,16,17,20,19,16,18,26,21,19,14,19,17,16,15,19,18,16,18,-1,17,18
"=""2295970""",7,2,4,4,2,5,4,9,11,5,3,3,2,7,1,4,2,2,2,2,2,3,8,5,4,4,4,12
"=""2351234""",21,17,43,17,20,18,19,15,22,14,23,9,14,17,35,24,33,22,22,15,19,43,27,18,25,8,14,24
"=""2327503""",5,10,4,0,0,2,5,4,17,3,6,3,2,3,0,3,1,2,5,1,10,3,3,3,2,3,2,4
"=""2567377""",6,24,3,3,0,1,6,8,3,2,5,2,1,6,4,6,0,1,2,3,2,4,2,1,2,14,2,2
"=""2425521""",21,27,8,3,15,7,9,8,13,3,18,6,4,3,4,5,4,4,20,9,12,6,9,11,13,12,2,9
"=""2480425""",3,13,3,0,2,0,3,2,2,3,4,0,-1,2,3,4,3,1,5,3,4,2,5,19,1,4,4,0
"=""2295210""",0,6,1,4,3,8,0,7,2,1,3,1,2,5,1,3,1,1,5,7,3,4,4,3,3,-1,6,3
"=""2558319""",8,13,4,4,3,3,3,16,3,5,12,4,3,3,4,3,4,4,3,6,3,2,4,2,4,0,3,4
"=""2443392""",6,0,3,12,9,4,4,7,2,9,4,3,7,1,4,12,10,2,4,5,4,6,3,4,4,0,5,3
"=""2513110""",3,4,3,3,6,6,4,1,5,2,0,2,4,2,4,2,6,3,2,0,1,2,5,4,2,2,2,3
"=""2295857""",15,4,4,6,6,7,3,11,8,10,3,11,10,13,19,4,4,2,0,24,3,4,3,2,4,8,3,3
"=""2558289""",10,5,6,3,4,5,2,3,16,2,4,2,2,5,4,4,2,2,6,3,3,2,3,3,3,5,2,4
"=""2389649""",6,6,6,3,4,1,3,8,5,6,3,2,1,3,1,2,6,5,4,1,2,5,2,6,4,5,6,3
"=""2577291""",5,3,3,4,4,3,3,16,3,4,5,5,5,3,6,4,5,1,5,4,3,4,6,5,2,11,2,1
"=""2553198""",4,5,7,3,2,3,2,4,3,8,4,3,2,10,2,4,2,5,3,6,3,3,4,7,4,5,4,4
"=""2424479""",5,5,2,1,3,6,3,8,3,6,2,3,3,3,4,3,3,2,2,2,4,2,4,3,2,0,2,2
"=""2400014""",6,39,10,9,11,26,23,19,23,13,15,17,20,8,5,5,13,1,11,20,18,10,5,16,9,0,2,3
"=""2549069""",8,5,5,4,3,7,5,13,2,7,4,0,2,2,4,2,1,2,8,2,2,3,3,8,3,9,4,2
"=""2443368""",3,4,6,8,3,1,4,2,1,2,4,8,2,4,3,3,10,10,4,4,6,4,6,3,3,0,3,7
"=""2375915""",5,12,3,1,4,3,2,7,3,2,7,7,8,3,2,2,2,3,2,5,12,3,3,2,1,5,0,5
"=""2513129""",10,5,3,2,2,5,4,5,5,4,3,3,2,4,3,5,6,5,4,0,3,3,3,2,4,2,1,16
"=""2571471""",19,12,11,9,12,12,16,13,11,13,9,10,17,12,18,16,13,15,13,20,10,16,10,27,12,10,11,14
"=""2398583""",7,2,6,1,2,1,2,5,4,5,3,2,1,1,6,4,1,7,8,3,4,7,7,16,4,8,4,17
"=""2319780""",14,9,3,2,3,1,3,12,1,2,0,5,5,1,1,2,2,0,8,4,9,3,3,9,1,5,3,2
"=""2468352""",1,3,3,1,1,5,3,4,4,2,2,3,2,3,3,3,1,3,3,5,3,1,2,1,3,4,3,1
"=""2398389""",7,4,2,4,1,4,5,8,11,1,4,2,2,2,2,2,2,2,4,2,2,6,5,8,3,6,1,0
"=""2507021""",6,8,1,6,2,1,2,3,3,3,3,3,3,1,0,1,2,0,3,2,4,3,2,1,2,0,5,1
"=""2386259""",3,6,9,4,4,0,4,5,7,3,8,3,3,4,5,3,2,1,12,5,5,5,10,3,4,1,6,5
"=""2399318""",8,4,8,2,5,4,8,2,8,2,2,12,0,4,3,29,25,11,2,8,22,2,4,4,4,6,8,22
"=""2343819""",2,2,2,1,3,0,0,2,1,4,3,6,3,2,0,2,1,0,1,1,3,3,3,0,5,9,3,0
"=""2388588""",5,0,1,0,4,0,0,0,2,3,3,2,1,2,0,3,0,1,0,0,0,1,1,0,3,10,1,1
"=""2316161""",0,1,1,0,5,2,1,2,1,2,2,1,2,4,2,1,1,2,4,1,2,2,0,2,3,8,2,2
"=""2474840""",9,2,2,2,1,2,5,2,9,3,3,0,6,1,5,3,3,3,9,6,4,4,5,10,2,6,3,10
"=""2426161""",15,8,2,6,2,6,1,2,0,3,5,5,7,4,4,2,2,3,6,2,1,3,3,3,4,11,2,2
"=""2447703""",2,3,5,2,2,4,7,17,5,5,6,1,2,3,3,3,3,2,6,6,3,2,4,8,5,1,6,3
"=""2432307""",8,7,2,2,1,4,8,3,3,0,4,2,2,6,2,3,3,1,4,2,2,1,3,3,4,-1,3,2
"=""2447711""",20,10,3,4,19,2,18,23,8,14,2,3,2,7,4,10,4,5,12,25,2,2,5,5,4,0,6,1
"=""2276844""",2,3,1,3,3,1,2,4,2,4,1,9,4,2,2,3,3,2,2,2,1,0,5,4,2,6,10,4
"=""2539063""",1,1,3,1,1,4,3,10,12,1,2,4,1,5,2,3,3,1,4,6,4,3,8,2,3,0,2,2
"=""2474816""",30,21,16,17,15,32,21,12,20,18,30,-3,13,17,18,16,19,17,14,29,16,19,28,20,27,7,16,33
"=""2515423""",18,10,45,9,35,12,5,5,5,11,16,12,20,6,14,14,31,12,11,14,5,11,14,6,15,16,10,11
"=""2447681""",5,6,9,2,1,3,2,4,3,4,32,2,7,26,21,24,3,5,3,4,6,4,3,12,5,0,19,12
"=""2398575""",6,4,12,5,4,6,4,8,4,4,7,5,4,1,2,10,2,7,7,7,7,5,7,3,3,5,10,7
"=""2442183""",3,6,2,6,3,0,3,4,3,2,2,2,2,4,6,4,1,2,1,3,1,2,4,1,1,4,1,1
"=""2398494""",2,6,1,3,2,11,0,1,9,7,2,1,1,1,2,4,1,2,1,3,0,4,4,0,3,13,6,2
"=""2528436""",10,5,4,7,7,8,24,2,9,4,13,3,5,7,7,6,6,8,7,2,6,6,7,7,9,24,9,6
"=""2398486""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,-3,0,0,0,37
"=""2322137""",4,2,4,3,2,4,2,3,2,3,7,0,1,3,2,2,2,2,12,2,13,3,3,9,2,6,1,13
"=""2504251""",22,5,17,15,10,11,2,14,13,16,19,18,15,20,17,0,14,14,17,15,5,18,18,19,15,22,8,15
"=""2426005""",7,8,7,8,19,7,13,11,5,6,15,7,7,7,6,7,6,6,8,9,6,9,10,12,12,0,10,6
"=""2321491""",2,6,0,2,2,5,3,2,3,4,3,4,5,0,1,4,2,1,0,2,2,1,5,0,3,4,3,3
"=""2506378""",0,4,2,2,4,0,3,11,2,6,3,5,2,2,2,6,3,3,2,3,1,6,7,0,5,4,5,1
"=""2383543""",5,5,9,9,9,3,4,4,4,4,2,4,10,5,1,3,3,1,3,8,2,2,3,1,4,10,3,3
"=""2509350""",14,5,1,4,3,1,4,3,2,2,4,3,1,2,0,2,1,4,3,0,4,6,7,5,4,5,4,4
"=""2483203""",3,6,2,1,3,11,1,4,1,3,2,5,3,3,2,2,10,1,0,7,2,0,4,5,7,0,7,5
"=""2474832""",11,2,1,6,7,16,9,5,6,6,6,6,5,0,25,0,6,4,0,8,1,3,1,10,5,8,7,3
"=""2565765""",1,2,0,1,0,0,0,3,1,1,3,1,1,1,3,1,0,0,0,0,5,0,3,1,0,0,3,1
"=""2538644""",0,6,0,1,3,2,3,1,2,2,5,4,1,3,4,1,1,1,4,3,2,4,6,9,1,5,1,6
"=""2469650""",50,29,4,9,16,26,25,16,14,17,6,17,38,14,25,8,10,11,11,19,13,5,6,19,9,11,14,5
"=""2543532""",4,14,7,0,10,12,11,13,16,15,13,14,2,10,19,5,6,13,24,22,12,17,17,1,2,0,6,0
"=""2398591""",10,4,4,6,9,21,9,3,4,10,9,6,4,3,8,7,6,7,10,6,1,4,7,1,11,8,10,9
"=""2471671""",0,2,1,1,1,0,1,10,2,2,3,2,3,9,5,6,1,1,1,9,1,5,4,3,2,9,1,1
"=""2386275""",2,2,2,1,1,1,3,2,2,2,3,2,2,1,0,4,1,2,1,3,1,2,5,4,2,0,3,2
"=""2277832""",3,3,1,2,5,6,2,2,2,0,1,7,21,5,7,4,5,3,2,8,3,0,4,4,1,6,3,9
"=""2520915""",2,0,4,2,2,1,1,14,9,3,2,1,3,2,2,0,1,4,0,2,0,1,2,4,1,8,2,2
"=""2428172""",41,25,111,18,19,64,27,63,21,18,51,18,18,23,14,14,18,18,20,35,20,16,21,36,41,16,44,20
"=""2572664""",21,31,2,8,10,19,16,12,15,10,4,11,41,26,15,6,9,5,6,19,4,13,8,0,3,16,11,6
"=""2539055""",11,6,7,8,6,0,4,5,3,2,4,5,10,6,8,9,3,6,4,6,6,3,8,2,8,20,5,6
"=""2399350""",3,6,2,2,4,7,11,5,4,3,10,5,5,1,4,1,1,0,0,3,1,3,4,2,4,16,42,3
"=""2533235""",1,3,2,2,8,5,4,4,3,0,7,5,1,1,1,2,1,7,1,7,6,3,3,5,4,21,0,21
"=""2189690""",1,6,5,1,2,1,0,2,2,3,3,3,1,7,1,3,0,0,1,3,2,3,4,1,3,9,0,1
"=""2509334""",3,6,27,3,2,5,5,5,3,5,19,3,8,2,15,20,1,9,3,8,2,9,9,13,4,2,8,19
"=""2432315""",5,2,2,4,2,2,3,7,6,14,1,3,0,3,5,1,3,5,7,7,2,5,2,1,2,7,6,7
"=""2397935""",1,1,5,1,2,0,2,2,2,3,5,4,2,0,5,3,3,1,4,0,1,2,9,8,6,14,3,8
"=""2539071""",5,5,3,2,2,1,1,5,10,7,3,4,15,4,0,1,2,2,4,4,6,3,2,4,5,10,4,13
"=""2447649""",15,7,9,5,10,22,14,8,12,9,15,6,10,9,10,9,8,7,6,13,7,7,15,9,10,2,7,8
"=""2343827""",0,0,3,2,4,0,0,3,2,1,1,2,4,2,6,3,2,4,2,0,2,3,3,2,1,12,2,3
"=""2526662""",4,1,3,1,11,11,8,9,3,4,3,2,13,3,4,0,3,13,3,9,4,5,2,2,1,6,7,0
"=""2445484""",5,0,6,3,2,7,1,0,6,6,15,2,7,0,3,6,2,10,6,1,8,11,6,5,3,2,4,9
"=""2428180""",70,77,23,24,21,65,62,53,63,48,45,40,59,59,22,28,44,24,22,106,23,43,38,52,36,12,16,16
"=""2398516""",3,2,3,2,2,2,5,3,11,2,1,4,1,2,1,7,1,2,1,1,0,2,5,2,3,0,5,8
"=""2398400""",34,14,11,18,8,34,22,16,19,28,27,16,22,12,16,12,15,12,15,41,15,17,18,19,21,1,9,8
"=""2398540""",20,23,17,21,14,30,22,19,35,7,22,11,11,13,17,18,12,19,27,15,15,22,25,24,23,16,13,17
"=""2509326""",8,5,2,3,23,8,2,3,3,1,2,2,5,2,4,2,4,2,7,1,3,1,8,1,1,9,6,6
"=""2538652""",0,9,9,1,2,3,4,4,6,5,7,3,3,3,3,5,1,1,8,3,1,16,4,1,4,6,2,3
"=""2483211""",5,6,-1,26,15,29,3,5,1,5,3,6,2,4,3,3,5,1,0,5,4,2,9,13,2,-1,2,3
"=""2455404""",19,10,3,1,9,3,8,8,9,9,4,7,18,13,15,4,11,5,3,28,5,3,5,4,3,14,3,2
"=""2462524""",9,2,2,3,0,2,2,8,1,5,5,0,4,3,1,2,3,12,1,4,1,14,2,5,2,-1,3,6
"=""2278219""",6,2,19,4,3,0,2,4,3,4,17,6,1,8,2,4,4,3,3,4,2,30,5,1,2,-1,1,2
"=""2525992""",7,3,9,1,3,7,7,7,5,2,2,5,1,2,2,7,1,2,22,3,8,1,9,9,5,1,6,8
"=""2381885""",8,1,1,9,8,0,2,2,2,1,1,2,29,2,5,3,1,3,0,3,3,13,8,1,4,5,5,3
"=""2399326""",0,0,6,2,2,3,1,4,11,3,3,4,0,3,2,2,2,4,5,2,3,8,2,0,4,11,2,5
"=""2509342""",7,6,9,7,2,8,8,4,9,12,8,9,15,9,7,7,9,6,9,10,7,11,6,10,10,12,9,7
"=""2541351""",1,4,3,1,1,3,2,5,1,2,3,1,1,1,0,1,0,0,2,2,3,2,2,2,2,4,1,3
"=""2439557""",14,6,7,7,7,9,13,7,7,16,19,7,6,8,9,7,8,9,10,7,8,14,10,16,12,7,13,7
"=""2398397""",4,6,3,4,3,0,2,3,12,1,3,2,0,3,2,1,2,2,1,3,1,7,4,3,4,9,1,5
"=""2447673""",8,8,10,0,8,0,3,2,3,2,2,1,2,0,1,3,1,3,3,5,0,4,5,8,2,13,3,14
"=""2400561""",27,10,10,12,16,34,16,8,14,6,6,21,75,9,27,2,12,1,2,16,5,5,3,8,6,20,22,10
"=""2536021""",0,0,0,0,0,0,0,24,22,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"=""2422794""",25,9,13,7,10,12,15,13,14,13,19,7,9,8,14,21,40,13,5,10,20,18,22,17,22,10,21,14
"=""2538288""",7,3,1,2,3,3,4,5,4,3,6,4,1,4,4,2,2,4,2,1,4,3,4,1,2,11,1,2
"=""2520931""",1,1,1,2,2,1,2,1,4,0,1,4,3,2,2,4,2,2,1,3,0,4,2,2,3,12,3,1
"=""2470519""",5,3,3,3,6,5,2,1,4,2,5,4,5,2,3,5,4,5,4,2,6,7,3,1,2,5,4,5
"=""2466031""",41,32,14,19,20,24,34,32,24,23,29,14,44,20,16,17,30,13,11,51,18,30,29,41,21,21,20,15
"=""2399253""",5,2,3,3,13,2,6,4,1,3,2,1,4,6,3,2,3,1,5,3,2,8,5,2,3,0,2,3
"=""2399334""",7,0,42,1,3,6,34,4,3,3,1,4,2,1,1,3,2,7,2,1,2,3,3,3,4,0,2,14
"=""2469634""",7,1,3,3,6,2,0,4,13,7,4,3,10,2,3,3,2,1,5,4,1,2,11,4,3,9,4,3
"=""2538660""",5,2,2,2,4,1,3,3,3,4,4,7,2,6,3,2,4,5,4,2,2,6,3,0,4,11,0,2
"=""2399342""",1,5,7,5,1,7,4,8,7,8,9,2,5,9,9,7,7,8,6,3,6,4,7,7,9,0,8,8
"=""2549670""",10,2,10,2,2,4,2,13,1,2,2,6,10,10,4,2,3,4,0,8,2,1,5,1,1,12,4,15
"=""2428164""",2,11,3,2,4,1,2,12,4,7,5,3,2,2,2,2,4,2,12,9,3,1,7,4,4,0,2,2
"=""2398524""",4,8,13,7,12,6,2,4,4,9,16,7,-1,9,9,11,5,13,13,0,13,18,15,7,13,8,10,15
"=""2506351""",8,6,2,1,1,4,7,6,9,7,2,8,4,2,4,4,4,4,6,14,3,1,3,0,2,5,1,2
"=""2494892""",0,3,6,5,3,5,5,0,9,4,6,2,2,1,7,6,2,6,4,0,8,8,6,18,4,20,5,6
"=""2398508""",12,5,0,2,4,7,4,7,7,2,4,7,6,2,1,4,4,0,3,1,1,2,4,2,4,-1,7,2
"=""2539098""",27,6,11,15,18,9,20,14,9,13,13,11,15,17,17,12,11,11,11,24,10,13,17,26,15,6,6,11
"=""2388618""",0,6,1,1,3,3,1,4,1,4,2,4,2,7,1,3,2,3,2,3,1,3,4,5,4,5,5,8
"=""2444089""",3,1,5,2,1,2,1,7,8,2,1,2,3,4,2,1,1,1,2,4,5,3,4,2,2,1,3,2
"=""2465590""",0,5,2,4,2,3,5,0,6,2,4,3,4,2,1,1,3,5,1,1,1,4,5,8,3,5,5,4
"=""2520958""",20,1,6,2,1,0,3,2,9,2,4,2,2,2,2,5,3,1,5,2,3,4,0,1,3,6,3,0
"=""2527537""",4,8,2,2,2,5,2,3,4,2,2,0,2,2,4,2,2,1,2,2,11,4,6,2,1,9,2,1
"=""2543540""",1,5,3,2,2,2,2,3,3,3,5,1,1,1,2,3,2,3,4,3,3,3,4,13,2,7,1,1
"=""2381443""",3,5,2,1,3,2,1,1,2,3,1,2,2,5,3,4,2,1,1,0,0,4,2,9,2,6,1,2
"=""2469642""",4,7,3,3,7,2,3,6,5,5,2,3,4,4,5,13,8,1,12,8,2,6,4,8,5,2,5,1
"=""2474824""",3,1,4,2,3,2,3,6,6,1,10,6,6,1,5,2,3,2,2,5,2,2,6,3,3,16,1,16
"=""2231093""",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"=""2305011""",4,10,5,4,3,5,3,5,4,1,3,3,2,2,3,2,4,1,2,3,2,3,2,6,2,5,3,2
"=""2453185""",4,0,1,7,2,3,2,0,7,3,3,3,2,1,3,4,0,11,4,7,0,5,3,26,2,0,12,3
"=""2526093""",2,15,3,1,2,2,5,3,0,4,2,2,0,0,6,5,4,4,1,0,3,2,3,9,1,0,4,3
"=""2562200""",5,0,5,3,4,4,0,1,2,5,4,11,9,0,3,0,4,2,4,0,4,9,4,6,3,5,2,2
"=""2406918""",6,3,4,3,3,0,3,0,0,2,4,2,1,1,3,2,1,6,0,0,1,4,16,4,9,0,2,5
"=""2318962""",25,9,4,7,7,21,8,6,10,3,5,42,9,17,13,5,7,10,6,2,5,6,21,22,7,14,3,16
"=""733148""",4,0,2,3,4,1,2,7,5,1,4,4,4,2,1,1,4,1,1,3,2,1,3,3,1,2,2,3
"=""949426""",0,1,0,0,0,1,2,4,3,3,2,3,2,1,1,2,2,0,3,5,4,2,3,7,4,0,3,2
"=""2404605""",8,5,7,3,4,4,1,4,4,7,5,2,3,3,6,6,3,12,5,1,3,5,11,16,20,0,8,3
"=""2537966""",1,3,3,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
"=""2494477""",0,6,1,0,-1,0,0,6,0,0,0,1,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0
"=""2513439""",1,4,16,3,2,0,6,1,5,3,2,2,3,3,2,2,4,4,6,1,3,4,4,3,4,2,5,2
"=""471577""",8,2,1,1,0,8,9,5,3,5,4,4,13,1,3,3,3,1,4,2,2,8,3,7,4,0,2,6
"=""2516705""",2,3,3,3,1,6,2,6,5,2,2,4,5,1,3,2,3,0,4,6,4,6,3,2,4,0,2,3
"=""2398346""",3,0,41,11,4,0,2,35,3,18,11,0,0,3,9,14,0,25,39,0,17,8,20,0,12,3,18,47
"=""2517140""",10,11,25,1,59,8,5,5,5,15,39,3,1,0,1,6,0,31,4,0,9,18,17,9,9,7,18,49
"=""2537044""",0,0,18,0,3,0,0,0,0,6,7,-2,0,0,0,2,0,0,0,0,0,14,14,0,1,0,0,0
"=""2573687""",1,4,2,4,4,3,2,4,3,4,5,3,2,2,3,4,4,4,2,2,3,3,5,3,2,-1,2,4
"=""2533170""",2,13,6,1,3,5,15,3,3,5,6,5,8,2,6,13,6,2,3,3,4,4,3,3,6,12,0,5
"=""2361515""",2,0,2,3,1,2,3,22,2,0,1,1,2,2,2,2,1,0,4,0,3,2,4,2,2,8,2,2
"=""2503514""",3,26,17,6,5,10,6,1,4,11,8,7,3,14,8,11,6,7,9,16,1,20,11,6,12,14,9,20
"=""2542218""",2,3,4,8,0,2,4,4,6,3,2,3,2,1,3,6,2,2,1,5,4,3,1,3,3,0,2,0
"=""2534061""",0,0,5,2,1,4,1,0,0,1,2,0,1,1,0,1,0,2,0,0,5,3,4,2,5,-1,1,4
"=""2562103""",4,12,2,1,5,0,4,3,0,2,2,0,2,3,4,3,3,4,7,6,5,2,7,4,3,3,3,4
"=""2525143""",2,0,11,1,1,0,1,1,0,0,9,7,1,0,3,3,0,2,0,0,5,6,11,0,4,1,0,7
"=""2476991""",2,2,3,3,3,3,2,17,3,5,4,2,3,4,0,2,6,2,7,5,2,3,6,14,2,6,4,2
"=""2488477""",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"=""2488221""",3,2,6,2,3,3,2,5,5,3,5,0,2,1,4,2,2,3,2,9,1,6,4,5,3,3,1,4
"=""2019809""",0,2,3,1,3,6,3,4,7,4,3,2,2,1,1,1,4,1,2,1,1,2,3,1,3,0,1,2
"=""2246813""",7,0,3,1,2,4,0,8,1,6,3,1,0,5,3,2,0,2,4,10,3,2,2,5,4,1,0,6
"=""2426587""",10,12,1,12,3,4,9,12,8,2,12,5,0,11,5,10,1,13,11,2,6,11,6,9,4,3,0,6
"=""530050""",0,0,0,0,1,2,0,0,0,0,14,4,13,0,1,13,0,0,0,6,0,3,6,0,6,-6,1,4
"=""2562235""",4,3,1,2,1,2,2,3,7,12,4,6,3,5,3,4,4,6,3,0,2,3,5,6,3,10,6,3
